"Bulgaria","2003","500710","Woven fabric of noil silk","Import","40637","1474","Weight in kilograms","1474"
"Bulgaria","2002","500790","Woven fabric of silk, nes","Export","8880","615","Weight in kilograms","615"
"Bulgaria","2000","500100","Silk-worm cocoons suitable for reeling","Import","3515","2116","Weight in kilograms","2116"
"Bulgaria","1999","500720","Woven fabric >85% silk (except noil silk)","Export","112522","2790","Weight in kilograms","2790"
"Bulgaria","1997","500200","Raw silk (not thrown)","Import","70524","2625","Weight in kilograms","2625"
"Bulgaria","1996","500400","Silk yarn (except from waste) not retail","Import","34960","13498","Weight in kilograms","13498"
"Burkina Faso","2009","500100","Silk-worm cocoons suitable for reeling","Import","283","165","Weight in kilograms","165"
"Burkina Faso","2002","500790","Woven fabric of silk, nes","Import","411","42","Weight in kilograms","42"
"Burkina Faso","1998","500390","Silk waste, carded or combed","Import","88","1937","Weight in kilograms","1937"
"Burkina Faso","1995","500790","Woven fabric of silk, nes","Import","5993","6022","Weight in kilograms","6022"
"Burundi","2009","500790","Woven fabric of silk, nes","Import","67","215","Weight in kilograms","215"
"Cabo Verde","2010","500720","Woven fabric >85% silk (except noil silk)","Import","5872","250","Weight in kilograms","250"
"Cabo Verde","2004","500790","Woven fabric of silk, nes","Import","7496","1000","Weight in kilograms","1000"
"Cabo Verde","1998","500600","Silk yarn retail, silk worm gut","Import","541","335","Weight in kilograms","335"
"Cambodia","2012","500790","Woven fabric of silk, nes","Import","24761","6904","Weight in kilograms","6904"
"Cambodia","2009","500790","Woven fabric of silk, nes","Import","431476","292099","Weight in kilograms","292099"
"Cambodia","2007","500710","Woven fabric of noil silk","Import","3757","194","Weight in kilograms","194"
"Cambodia","2005","500790","Woven fabric of silk, nes","Export","712","25","Weight in kilograms","25"
"Cambodia","2001","500710","Woven fabric of noil silk","Export","42830","1154","Weight in kilograms","1154"
"Cameroon","2011","500400","Silk yarn (except from waste) not retail","Import","3110","3182","Weight in kilograms","3182"
"Cameroon","2006","500720","Woven fabric >85% silk (except noil silk)","Import","10184","3564","Weight in kilograms","3564"
"Cameroon","2001","500600","Silk yarn retail, silk worm gut","Export","34","500","Weight in kilograms","500"
"Canada","2014","500200","Raw silk (not thrown)","Import","22744","1298","Weight in kilograms","1298"
"Canada","2014","500790","Woven fabric of silk, nes","Export","485484","5504","Weight in kilograms","5504"
